,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Zeebrugge,Belgium,,,United Kingdom,United Kingdom,,,2015,,"  2,500 ","  3,000 ",EUR, 2780-3330 ,"  3,060 ",TRUE,,,Truck,,"Sudinfo.be, 18 August 2015, http://www.sudinfo.be/1356111/article/2015-08-18/voici-ce-que-les-migrants-illegaux-payent-en-belgique-pour-traverser-la-manche-d",
Teteghem,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,,British,Truck,,"Suffield Times, 18 August 2015, http://www.suffieldtimes.com/europe/french-police-powerless-to-stop-british-gangs-smuggling-migrants-from-dunkirk/17777/",Prices charged by British smugglers
Libya,Libya,,,Italy,Italy,,,2015,  300 ,,,USD,  300 ,  300 ,TRUE,Gambian,,Boat,,"Wall Street Journal, 17 August 2015, http://www.wsj.com/articles/for-migrants-origins-often-determine-fate-1439769526",Journey in April
Libya,Libya,,,Italy,Italy,,,2015,"  1,800 ",,,USD,"  1,800 ","  1,800 ",TRUE,Syrian,,Boat,,"Wall Street Journal, 17 August 2015, http://www.wsj.com/articles/for-migrants-origins-often-determine-fate-1439769526",Journey in April
Nigeria,Nigeria,,,Libya,Libya,,,2015,  500 ,,,USD,  500 ,  500 ,TRUE,Nigerian,,Overland,,"Wall Street Journal, 17 August 2015, http://www.wsj.com/articles/for-migrants-origins-often-determine-fate-1439769526",Journey in early 2015
Tripoli,Libya,,,Italy,Italy,,,2015,  300 ,,,USD,  300 ,  300 ,TRUE,Nigerian,,Boat,,"Wall Street Journal, 17 August 2015, http://www.wsj.com/articles/for-migrants-origins-often-determine-fate-1439769526",Migrant earned money to pay the fare by working as car mechanic for 4 months
Bodrum,Turkey,,,Greece,Greece,,,2015,,"  1,000 ","  1,500 ",USD, 1000-1500 ,"  1,250 ",TRUE,Syrian,,Boat,,"New York Times, 17 August 2015, http://www.nytimes.com/2015/08/17/world/europe/turkey-greece-mediterranean-kos-bodrum-migrants-refugees.html",To one of the Greek islands
Syria,Syria,,,Germany,Germany,,,2015,,"  3,000 ","  4,000 ",EUR, 3330-4440 ,"  3,890 ",TRUE,Syrian,,Overland and boat,Greece,"New York Times, 17 August 2015, http://www.nytimes.com/2015/08/17/world/europe/turkey-greece-mediterranean-kos-bodrum-migrants-refugees.html",Via Greece
Syria,Syria,,,United Kingdom,United Kingdom,,,2015,,"  10,000 ","  12,000 ",EUR, 11110-13330 ,"  12,220 ",TRUE,Syrian,,Overland and boat,Greece,"New York Times, 17 August 2015, http://www.nytimes.com/2015/08/17/world/europe/turkey-greece-mediterranean-kos-bodrum-migrants-refugees.html",Via Greece
Albania,Albania,,,United Kingdom,United Kingdom,,,2015,"  5,000 ",,,GBP,"  7,800 ","  7,800 ",TRUE,Albanian,Albanian,Overland,Calais,"Daily Mail, 17 August 2015, http://www.dailymail.co.uk/news/article-3200090/Calais-police-smash-19-foreign-people-smuggling-gangs-taken-1-4million-desperate-migrants.html",Via Calais
Calais,France,,,United Kingdom,United Kingdom,,,2015,  300 ,,,GBP,  470 ,  470 ,TRUE,Eritrean,Albanian,Truck,,"Daily Mail, 17 August 2015, http://www.dailymail.co.uk/news/article-3200090/Calais-police-smash-19-foreign-people-smuggling-gangs-taken-1-4million-desperate-migrants.html",
Calais,France,,,United Kingdom,United Kingdom,,,2015,,  900 ,"  1,500 ",GBP, 1000-1670 ,"  1,340 ",TRUE,Iraqi,Albanian,Truck,,"Le Devoir, 15 August 2015, http://www.ledevoir.com/international/europe/447658/europe-le-tres-lucratif-trafic-des-migrants-a-calais",
Calais,France,,,United Kingdom,United Kingdom,,,2015,,"  6,000 ","  8,000 ",EUR, 6670-8890 ,"  7,780 ",TRUE,Albanian,Albanian,Truck,,"Le Devoir, 15 August 2015, http://www.ledevoir.com/international/europe/447658/europe-le-tres-lucratif-trafic-des-migrants-a-calais",
Calais,France,,,United Kingdom,United Kingdom,,,2015,,"  6,000 ","  8,000 ",EUR, 6670-8890 ,"  7,780 ",TRUE,Indian,Albanian,Truck,,"Le Devoir, 15 August 2015, http://www.ledevoir.com/international/europe/447658/europe-le-tres-lucratif-trafic-des-migrants-a-calais",
Calais,France,,,United Kingdom,United Kingdom,,,2015,,"  6,000 ","  8,000 ",EUR, 6670-8890 ,"  7,780 ",TRUE,Syrian,Albanian,Truck,,"Le Devoir, 15 August 2015, http://www.ledevoir.com/international/europe/447658/europe-le-tres-lucratif-trafic-des-migrants-a-calais",
China,China,,,United Kingdom,United Kingdom,,,2015,"  14,000 ",,,GBP,"  21,840 ","  21,840 ",TRUE,Chinese,,Unknown,Calais,"Daily Mail, 17 August 2015, http://www.dailymail.co.uk/news/article-3200090/Calais-police-smash-19-foreign-people-smuggling-gangs-taken-1-4million-desperate-migrants.html","""VIP deal"" for ""luxury trip."" When they get to Calais, they get to ride up front with the truck driver to the UK. Money-back guarantees"
Vietnam,Vietnam,,,United Kingdom,United Kingdom,,,2015,"  14,000 ",,,GBP,"  21,840 ","  21,840 ",TRUE,Vietnamese,,Unknown,Calais,"Daily Mail, 17 August 2015, http://www.dailymail.co.uk/news/article-3200090/Calais-police-smash-19-foreign-people-smuggling-gangs-taken-1-4million-desperate-migrants.html","""VIP deal"" for ""luxury trip."" When they get to Calais, they get to ride up front with the truck driver to the UK. Money-back guarantees"
Zeebrugge,Belgium,,,United Kingdom,United Kingdom,,,2015,,"  1,800 ","  2,150 ",GBP, 2800-3350 ,"  3,080 ",TRUE,,,Overland and boat,Ostend,"Daily Express, 16 August 2015, http://www.express.co.uk/news/uk/598785/Migrant-smugglers-find-route-avoid-crackdown","""Network of trucks and container ferries."" Involves safe house in Ostend. ""Guaranteed"" passage"
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,000 ",,,GBP,"  1,560 ","  1,560 ",FALSE,Afghan,Afghan,Car,,"Daily Telegraph, 15 August 2015, http://www.telegraph.co.uk/news/uknews/immigration/11805385/British-national-jailed-in-France-for-smuggling-migrants.html",Price paid by Afghan mother and son to Afghan smuggler
Calais,France,,,United Kingdom,United Kingdom,,,2015,,  700 ,"  1,400 ",EUR, 780-1560 ,"  1,170 ",TRUE,Albanian,,Truck,,"France Bleu, 14 August 2015, http://www.francebleu.fr/infos/migrants-calais-six-passeurs-mis-en-examen-2529741",
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Iraqi,,Boat,,"Daily Express, 12 August 2015, http://www.express.co.uk/news/uk/597532/Dunkirk-migrants-British-gang-smuggling-organisation-new-Calais",Via car ferry
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Iranian,,Boat,,"Daily Express, 12 August 2015, http://www.express.co.uk/news/uk/597532/Dunkirk-migrants-British-gang-smuggling-organisation-new-Calais",Via car ferry
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Boat,,"Daily Express, 12 August 2015, http://www.express.co.uk/news/uk/597532/Dunkirk-migrants-British-gang-smuggling-organisation-new-Calais",Via car ferry
Calais,France,,,United Kingdom,United Kingdom,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Vietnamese,,Boat,,"Daily Express, 12 August 2015, http://www.express.co.uk/news/uk/597532/Dunkirk-migrants-British-gang-smuggling-organisation-new-Calais",Via car ferry
Turkey,Turkey,,,Rhodes,Greece,,,2015,"  3,000 ",,,EUR,"  3,330 ","  3,330 ",TRUE,,,Boat,,"Facebook, 24 August 2015, https://www.facebook.com/groups/379658938896867/permalink/398407900355304/","""Tourist yacht,"" 30 people"
Turkey,Turkey,,,Rhodes,Greece,,,2015,"  2,700 ",,,EUR,"  3,000 ","  3,000 ",TRUE,,,Boat,,"Facebook, 24 August 2015, https://www.facebook.com/groups/379658938896867/permalink/398407900355304/","16-meter boat, supposedly"
Istanbul,Turkey,,,Greece,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,Syrian,,Boat,,"Facebook, 22 August 2015, https://www.facebook.com/groups/379658938896867/permalink/397940503735377/?comment_id=397949413734486&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R0%22%7D",40-passenger boat
Istanbul,Turkey,,,Greece,Greece,,,2015,"  1,900 ",,,EUR,"  2,110 ","  2,110 ",TRUE,Syrian,,Boat,,"Facebook, 22 August 2015, https://www.facebook.com/groups/379658938896867/permalink/397940503735377/?comment_id=397949413734486&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R0%22%7D","""Jet boat."" 10 passengers"
Bodrum,Turkey,,,Greece,Greece,,,2015,"  2,200 ",,,EUR,"  2,440 ","  2,440 ",TRUE,Syrian,,Boat,,"Facebook, 22 August 2015, https://www.facebook.com/groups/379658938896867/permalink/397940503735377/?comment_id=397949413734486&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R0%22%7D","""Yacht"""
Teteghem,France,,,United Kingdom,United Kingdom,,,2015,"  2,000 ",,,GBP,"  3,120 ","  3,210 ",TRUE,Syrian,,Truck,,"Daily Express, 22 August 2015, http://www.express.co.uk/news/uk/600018/Armed-gangs-smuggling-migrants-UK-2-000",
Ethiopia,Ethiopia,,,Tripoli,Libya,,,2015,"  4,800 ",,,USD,"  4,800 ","  4,800 ",TRUE,Somali,,Overland,Sudan,"Daily Telegraph, 21 August 2015, http://www.telegraph.co.uk/news/worldnews/europe/11814241/How-migrants-are-being-raped-left-for-dead-and-buried-like-dogs-by-people-smugglers.html",Via Sudan
Tripoli,Libya,,,Italy,Italy,,,2015,"  2,100 ",,,USD,"  2,100 ","  2,100 ",TRUE,Somali,,Boat,,"Daily Telegraph, 21 August 2015, http://www.telegraph.co.uk/news/worldnews/europe/11814241/How-migrants-are-being-raped-left-for-dead-and-buried-like-dogs-by-people-smugglers.html",Inflatable boat
Istanbul,Turkey,,,Thessaloniki,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Car,,"Facebook, 22 August 2015, https://www.facebook.com/groups/379658938896867/permalink/397769347085826/",
Turkey,Turkey,,,Italy,Italy,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Boat,,"Facebook, 21 August 2015, https://www.facebook.com/groups/379658938896867/permalink/397421473787280/",15-day voyage. Kids pay half price. Payment on arrival
Istanbul,Turkey,,,Serbia,Serbia,,,2015,"  3,700 ",,,EUR,"  4,110 ","  4,110 ",TRUE,,,Unknown,,"Facebook, 17 August 2015, https://www.facebook.com/groups/379658938896867/permalink/396602540535840/",Supposedly from Ataturk Airport
Turkey,Turkey,,,Mytilene,Greece,,,2015,"  3,500 ",,,EUR,"  3,890 ","  3,890 ",TRUE,,,Boat,,"Facebook, 12 August 2015, https://www.facebook.com/groups/379658938896867/","""Boys and girls only,"" supposedly only 10 people on boat. Payment on arrival"
Turkey,Turkey,,,Rhodes,Greece,,,2015,"  2,200 ",,,EUR,"  2,440 ","  2,400 ",TRUE,,,Boat,,"Facebook, 12 August 2015, https://www.facebook.com/groups/379658938896867/permalink/395386133990814/","""15-meter yacht,"" supposedly only 45 people"
Beirut,Lebanon,,,Italy,Italy,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,Syrian,,Unknown,Tripoli,"Facebook, 11 August 2015, https://www.facebook.com/groups/379658938896867/permalink/395048547357906/",Via Tripoli
Beirut,Lebanon,,,Italy,Italy,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,Palestinian,,Unknown,Tripoli,"Facebook, 11 August 2015, https://www.facebook.com/groups/379658938896867/permalink/395048547357906/",Via Tripoli
Sudan,Sudan,,,Italy,Italy,,,2015,"  4,200 ",,,USD,"  4,200 ","  4,200 ",TRUE,Syrian,,Unknown,"Sudan, Libya","Facebook, 11 August 2015, https://www.facebook.com/groups/379658938896867/permalink/395109067351854/","Payment upon receipt of visa, then upon leving Sudan, then upon entry to Libya, then at ship (?)"
Calais,France,,,United Kingdom,United Kingdom,,,2015,,"  6,000 ","  10,000 ",EUR, 6670-11110 ,"  8,890 ",TRUE,,,Truck,,"Libération, 17 August 2015, http://www.liberation.fr/societe/2015/08/17/migrants-les-tours-de-passe-passe-des-passeurs_1364952",
Egypt,Egypt,,,Libya,Libya,,,2015,  750 ,,,USD,  750 ,  750 ,TRUE,,,Unknown,,"Facebook, 9 August 2015, https://www.facebook.com/groups/665300950182635/permalink/913743875338340/?comment_id=913938191985575&offset=0&total_comments=5&comment_tracking=%7B%22tn%22%3A%22R1%22%7D",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,,,Overland and boat,Libya,"Facebook, 9 August 2015, https://www.facebook.com/groups/665300950182635/permalink/913743875338340/?comment_id=913938191985575&offset=0&total_comments=5&comment_tracking=%7B%22tn%22%3A%22R1%22%7D",Via Libya
Istanbul,Turkey,,,Libya,Libya,,,2015,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,,,Unknown,,"Facebook, 16 July 2015, https://www.facebook.com/permalink.php?story_fbid=419290048257441&id=307669222752858","Plane emoji, but nothing more than that…"
Libya,Libya,,,Italy,Italy,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 16 July 2015, https://www.facebook.com/permalink.php?story_fbid=419290048257441&id=307669222752858",
Algeria,Algeria,,,Tunisia,Tunisia,,,2014,  400 ,,,USD,  400 ,  400 ,TRUE,,,Overland,,"Facebook, 8 October 2014, https://www.facebook.com/permalink.php?story_fbid=312333938953053&id=307669222752858",
Tunisia,Tunisia,,,Libya,Libya,,,2014,  600 ,,,USD,  600 ,  600 ,TRUE,,,Overland,,"Facebook, 8 October 2014, https://www.facebook.com/permalink.php?story_fbid=312333938953053&id=307669222752858",
Libya,Libya,,,Italy,Italy,,,2014,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 8 October 2014, https://www.facebook.com/permalink.php?story_fbid=312333938953053&id=307669222752858",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Syrian,,Boat,,"Facebook, 21 April 2015, https://www.facebook.com/1057945110900804/photos/a.1059081890787126.1073741827.1057945110900804/1059081880787127/?type=1",Payment on arrival. Children under 7 free.
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Iraqi,,Boat,,"Facebook, 21 April 2015, https://www.facebook.com/1057945110900804/photos/a.1059081890787126.1073741827.1057945110900804/1059081880787127/?type=1",Payment on arrival. Children under 7 free.
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Palestinian,,Boat,,"Facebook, 21 April 2015, https://www.facebook.com/1057945110900804/photos/a.1059081890787126.1073741827.1057945110900804/1059081880787127/?type=1",Payment on arrival. Children under 7 free.
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Sudanese,,Boat,,"Facebook, 21 April 2015, https://www.facebook.com/1057945110900804/photos/a.1059081890787126.1073741827.1057945110900804/1059081880787127/?type=1",Payment on arrival. Children under 7 free.
Istanbul,Turkey,,,France,France,,,2014,"  9,000 ",,,EUR,"  12,000 ","  12,000 ",TRUE,Syrian,,Overland,,"Facebook, 12 December 2014, https://www.facebook.com/156119081253687/photos/a.196298390569089.1073741829.156119081253687/311980312334229/?type=1",
Italy,Italy,,,Greece,Greece,,,2014,"  3,500 ",,,EUR,"  4,700 ","  4,700 ",TRUE,Syrian,,Boat,,"Facebook, 4 December 2014, https://www.facebook.com/156119081253687/photos/a.196298390569089.1073741829.156119081253687/308967752635485/?type=1","""14-meter yacht,"" ""30 people"""
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,Sudanese,,Overland and boat,Libya,"Facebook, 21 August 2015, https://www.facebook.com/permalink.php?story_fbid=1479640909021776&id=100009276447845&comment_id=1479652339020633&offset=0&total_comments=11&comment_tracking=%7B%22tn%22%3A%22R8%22%7D",Via Libya
Egypt,Egypt,,,Italy,Italy,,,2015,"  1,900 ",,,USD,"  1,900 ","  1,900 ",TRUE,,,Overland and boat,Libya,"Facebook, 21 August 2015, https://www.facebook.com/permalink.php?story_fbid=1479306192388581&id=100009276447845&comment_id=1479544295698104&offset=0&total_comments=22&comment_tracking=%7B%22tn%22%3A%22R8%22%7D",Via Libya
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,700 ",,,USD,"  3,700 ","  3,700 ",TRUE,,,Boat,Libya,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1478833859102481&id=100009276447845&comment_id=1478848432434357&reply_comment_id=1479317935720740&total_comments=11&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Via Libya
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,500 ",,,USD,"  3,500 ","  3,500 ",TRUE,,,Boat,Libya,"Facebook, 20 August 2015, https://www.facebook.com/permalink.php?story_fbid=1478833859102481&id=100009276447845&comment_id=1478873629098504&offset=0&total_comments=23&comment_tracking=%7B%22tn%22%3A%22R6%22%7D",Via Libya
Tunisia,Tunisia,,,Italy,Italy,,,2015,"  1,500 ",,,USD,"  1,500 ","  1,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 2 August 2015, https://www.facebook.com/permalink.php?story_fbid=1470685826583951&id=100009276447845",Via Libya
Libya,Libya,,,Italy,Italy,,,2015,"  1,500 ",,,LYD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 1 August 2015, https://www.facebook.com/permalink.php?story_fbid=1470428143276386&id=100009276447845",
Turkey,Turkey,,,Germany,Germany,,,2015,"  4,500 ",,,EUR,"  5,000 ","  5,000 ",TRUE,,,Overland,Greece,"Facebook, 19 August 2015, https://www.facebook.com/permalink.php?story_fbid=879648378737202&id=864520370250003&comment_id=881003838601656&reply_comment_id=881015215267185&total_comments=1&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Via Greece
Turkey,Turkey,,,Sweden,Sweden,,,2015,"  5,000 ",,,EUR,"  5,560 ","  5,560 ",TRUE,,,Overland,Greece,"Facebook, 19 August 2015, https://www.facebook.com/permalink.php?story_fbid=879648378737202&id=864520370250003&comment_id=881003838601656&reply_comment_id=881015215267185&total_comments=1&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Via Greece
Turkey,Turkey,,,Germany,Germany,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Turkey,Turkey,,,Netherlands,Netherlands,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Turkey,Turkey,,,Norway,Norway,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Turkey,Turkey,,,Belgium,Belgium,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Turkey,Turkey,,,Austria,Austria,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Turkey,Turkey,,,Denmark,Denmark,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,Syrian,,Plane,,"Facebook, 16 August 2015, https://www.facebook.com/434768486709180/photos/a.435126426673386.1073741827.434768486709180/444985365687492/?type=1&comment_id=445019389017423&offset=0&total_comments=17&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",No veiled women. Prefer people who can speak English
Izmir,Turkey,,,Greece,Greece,,,2015,"  2,250 ",,,EUR,"  2,500 ","  2,500 ",TRUE,,,Boat,,"Facebook, 26 August 2015, https://www.facebook.com/groups/1548527548696588/permalink/1688850817997593/?comment_id=1688950604654281&offset=0&total_comments=13&comment_tracking=%7B%22tn%22%3A%22R2%22%7D",Itinerary further up in comments
Izmir,Turkey,,,Samos,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 26 August 2015, https://www.facebook.com/groups/1548527548696588/permalink/1688977717984903/","8.8-meter boat, 42 people"
Izmir,Turkey,,,Samos,Greece,,,2015,"  2,300 ",,,EUR,"  2,560 ","  2,560 ",TRUE,,,Boat,,"Facebook, 26 August 2015, https://www.facebook.com/groups/1548527548696588/permalink/1688977717984903/","""Yacht"""
Italy,Italy,,,Europe,Europe,,,2015,  250 ,,,EUR,  280 ,  280 ,TRUE,,,Train,,"Facebook, 11 August 2015, https://www.facebook.com/groups/280613395470351/permalink/411146119083744/",
Italy,Italy,,,Europe,Europe,,,2015,  700 ,,,EUR,  780 ,  780 ,TRUE,,,Car,,"Facebook, 11 August 2015, https://www.facebook.com/groups/280613395470351/permalink/411146119083744/",
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,800 ",,,USD,"  5,800 ","  5,800 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/280613395470351/permalink/411146119083744/?comment_id=415944188603937&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R%22%7D","""Yacht."" 65-hour trip. Children under 3 free."
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Boat,,"Facebook, 25 August 2015, https://www.facebook.com/groups/280613395470351/permalink/411146119083744/?comment_id=415944188603937&offset=0&total_comments=2&comment_tracking=%7B%22tn%22%3A%22R%22%7D","""Normal boat trip."" 8 days. Children under 5 free."
Turkey,Turkey,,,Greece,Greece,,,2015,"  4,000 ",,,EUR,"  4,440 ","  4,440 ",TRUE,,,Boat,,"Facebook, 20 August 2015, https://www.facebook.com/groups/280613395470351/permalink/414074308790925/","""Pier to pier"" in a ""yacht"""
Turkey,Turkey,,,Greece,Greece,,,2015,"  2,500 ",,,EUR,"  2,780 ","  2,780 ",TRUE,,,Boat,,"Facebook, 20 August 2015, https://www.facebook.com/groups/280613395470351/permalink/414074308790925/","""Normal yacht"""
Istanbul,Turkey,,,Mytilene,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 20 August 2015, https://www.facebook.com/groups/280613395470351/permalink/414074308790925/",Rubber boat
Turkey,Turkey,,,Europe,Europe,,,2015,"  12,000 ",,,EUR,"  13,330 ","  13,330 ",TRUE,,,Boat and plane,Greece,"Facebook, 20 August 2015, https://www.facebook.com/groups/280613395470351/permalink/414074308790925/","Boat to greece, then plane to Europe. Not valid for Britain or France."
Istanbul,Turkey,,,Mytilene,Greece,,,2015,"  2,600 ",,,EUR,"  2,890 ","  2,890 ",TRUE,,,Boat,,"Facebook, 26 August 2015, https://www.facebook.com/alhaytham.services/posts/787357364696406","""Tourist yacht."" Trip to take place on 28 September 2015."
Turkey,Turkey,,,United Kingdom,United Kingdom,,,2015,"  10,500 ",,,EUR,"  11,670 ","  11,670 ",TRUE,,,Boat and plane,Greece,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432","Boat to Greece, then plane. 3 day journey"
Turkey,Turkey,,,Germany,Germany,,,2015,"  10,500 ",,,EUR,"  11,670 ","  11,670 ",TRUE,,,Boat and plane,Greece,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432","Boat to Greece, then plane. 3 day journey"
Turkey,Turkey,,,France,France,,,2015,"  10,500 ",,,EUR,"  11,670 ","  11,670 ",TRUE,,,Boat and plane,Greece,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432","Boat to Greece, then plane. 3 day journey"
Turkey,Turkey,,,Austria,Austria,,,2015,"  10,500 ",,,EUR,"  11,670 ","  11,670 ",TRUE,,,Boat and plane,Greece,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432","Boat to Greece, then plane. 3 day journey"
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,Syrian,,Boat,,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432",Children under 3 free. Baggage allowance of 10 kg per person.
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,Iraqi,,Boat,,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432",Children under 3 free. Baggage allowance of 10 kg per person.
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,Palestinian,,Boat,,"Facebook, 11 July 2015, https://www.facebook.com/alhaytham.services/posts/767780439987432",Children under 3 free. Baggage allowance of 10 kg per person.
Athens,Greece,,,Europe,Europe,,,2015,"  4,500 ",,,EUR,"  5,000 ","  5,000 ",TRUE,Syrian,,Plane,,"Facebook, 25 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1608787329372255/",From Athens airport. Not valid for UK
Athens,Greece,,,United Kingdom,United Kingdom,,,2015,"  8,000 ",,,EUR,"  8,890 ","  8,890 ",TRUE,Syrian,,Plane,,"Facebook, 25 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1608787329372255/",From Athens airport
Serbia,Serbia,,,Austria,Austria,,,2015,"  1,650 ",,,EUR,"  1,830 ","  1,830 ",TRUE,,,Overland,,"Facebook, 24 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1608596582724663/",
Athens,Greece,,,Austria,Austria,,,2015,"  2,500 ",,,EUR,"  2,780 ","  2,780 ",TRUE,Syrian,,Car,,"Facebook, 23 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1608100832774238/",
Athens,Greece,,,United Kingdom,United Kingdom,,,2015,"  7,500 ",,,EUR,"  8,330 ","  8,330 ",TRUE,Syrian,,Plane,,"Facebook, 23 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1608100832774238/",
Athens,Greece,,,Macedonia,Macedonia,,,2015,  70 ,,,EUR,  78 ,  78 ,TRUE,Syrian,,Unknown,,"Facebook, 20 August 2015, https://www.facebook.com/groups/1580130662237922/permalink/1607057436211911/",
